Glottocode	AUTOTYP_area	Longitude	Latitude	Family_ID	Name
gimi1243	Interior New Guinea	145.214	-6.42097	nucl1709	Gimi (Eastern Highlands)
gimm1241	African Savannah	12.6658	8.58084	atla1278	Gimme
gimn1238	African Savannah	12.7869	8.58129	atla1278	Gimnime
ginu1240	S New Guinea	149.7	-10.0298	daga1274	Ginuman
giny1241	African Savannah	0.98348	8.2327	atla1278	Ginyanga
gira1247	N Coast New Guinea	145.423	-5.35342	nucl1709	Girawa
giri1245	Greater Abyssinia	42.17	5.76	afro1255	Girirra
giry1241	S Africa	39.6648	-3.30638	atla1278	Giryama
gito1238	S Africa	35.1577	-23.7964	atla1278	Gitonga
gitu1237	N Coast New Guinea	147.485	-6.0151	aust1307	Gitua
gitx1241	Alaska-Oregon	-128.08	55.09	tsim1258	Gitxsan
giya1234	S Australia	148.46292086792	-20.40181798643	pama1250	Giya
giyu1238	N Australia	130.092	-13.2001	unat1236	Giyug
gize1234	African Savannah	15.269103	10.023278	afro1255	Gizey
gizr1240	N Australia	142.804	-9.183	east2503	Gizrra
glar1241	African Savannah	-7.50317	5.23264	krua1234	Glaro-Twabo
glav1244	African Savannah	13.8652	11.1334	afro1255	Glavda
glio1241	African Savannah	-7.50585	5.39966	krua1234	Glio-Oubi
gnau1240	N Coast New Guinea	142.196	-3.59093	nucl1708	Gnau
goan1235	Indic	74.2098	15.2732	indo1319	Goan Konkani
goar1239	Indic	68.363	27.253	indo1319	Goaria
goba1246	S New Guinea	142.201	-6.48678	east2433	Gobasi
gobu1238	S Africa	20.0194	5.01201	atla1278	Gobu
godi1239	African Savannah	-5.82696	5.3944	krua1234	Godié
godw1241	Indic	72.846	24.885	indo1319	Godwari
goem1240	African Savannah	9.72453	8.74455	afro1255	Goemai
gofa1235	Greater Abyssinia	37.05	6.57645	gong1255	Gofa
gogo1263	S Africa	35.4807	-6.35951	atla1278	Gogo
gogo1265	S New Guinea	142.874	-8.08527	suki1244	Gogodala
goka1239	African Savannah	7.34457	4.61889	atla1278	Gokana
gola1255	African Savannah	-10.8138	7.06193	atla1278	Gola
goli1247	Interior New Guinea	144.8505	-6.2249	nucl1709	Golin
golo1234	African Savannah	26.85	7.75	atla1278	Golo
golp1234	N Australia	135.56592	-12.03482	pama1250	Golpa
gone1237	Oceania	178.599	-16.5886	aust1307	Gone Dau
gong1251	Indic	91.1686	27.066	sino1245	Gongduk
gonj1241	African Savannah	-0.72757	8.48801	atla1278	Gonja
gooa1234	African Savannah	-7.562563	7.580998	mand1469	Goo
goon1238	N Australia	126.351	-18.4073	buna1274	Gooniyandi
gora1261	Oceania	128.261	2.13058	aust1307	Gorap
gora1262	Interior New Guinea	146.579	-6.85564	aust1307	Gorakor
gore1235	S Australia	119.01226	-33.79639	pama1250	Goreng
goro1259	Oceania	122.288	0.62689	aust1307	Gorontalo
goro1261	N Coast New Guinea	144.59	-4.52947	lowe1437	Gorovu
goro1270	S Africa	35.7996	-4.23575	afro1255	Gorowa
gorr1238	African Savannah	17.0713	8.0841	cent2225	Gor
goth1244	Inner Asia	29.9786	46.9304	indo1319	Gothic
gott1234	Europe	14.86	45.64	indo1319	Gottscheerisch
goun1238	African Savannah	16.255	9.46683	atla1278	Goundo
gour1243	African Savannah	1.28489	11.6711	atla1278	Gourmanchéma
gowl1241	Indic	77.3733	21.7726	book1242	Gowli
gowl1242	Indic	77.2647	21.5096	book1242	Gowlan
gowr1239	Indic	73.1233	35.1243	indo1319	Gowro
goza1238	Greater Mesopotamia	50.6987	36.4133	indo1319	Alamuti
gran1245	Indic	70.703334	34.945491	indo1319	Grangali
gras1249	S New Guinea	147.437	-9.51218	koia1260	Grass Koiari
gree1271	Europe	23.3762	38.0536	sign1238	Greek Sign Language
gree1278	Southeast Asia	104.698	22.5632	taik1256	Hagei Gelao
gren1247	NE South America	-61.6989	12.0067	indo1319	Grenadian Creole English
gres1240	N Coast New Guinea	140.279	-2.72229	nimb1257	Gresi
grom1238	Indic	88.8541	27.6089	sino1245	Groma
gron1242	Europe	6.698	53.2842	indo1319	Gronings
gros1243	Basin and Plains	-108.738	48.4834	algi1248	Gros Ventre
guaa1238	African Savannah	0.16932	6.52106	atla1278	Gua
guac1239	SE South America	-57.5663223	-19.5572257	NA	Guachi
guad1242	Mesoamerica	-61.405914	16.304875	indo1319	Guadeloupe-Martinique Creole French
guad1243	Mesoamerica	-61.56766	16.25034	indo1319	Guadeloupean Creole French
guah1255	NE South America	-68.9839	5.81736	guah1252	Guahibo
guai1237	Mesoamerica	-110.3	24.1666666667	NA	Guaicurian
guaj1255	NE South America	-45.7081	-4.69461	tupi1275	Guajajára
guaj1256	NE South America	-46.3683	-3.93574	tupi1275	Guajá
guam1236	NE South America	-67.4018753	8.2351027	NA	Guamo
guam1248	Andean	-76.582	2.55849	barb1265	Guambiano
guan1266	Southeast Asia	101.928	31.5655	sino1245	Khroskyabs
guan1268	SE South America	-58.0654	-21.9803	leng1261	Guaná (Paraguay)
guan1269	NE South America	-69.5705	1.07554	tuca1253	Kotiria
guan1270	SE South America	-54.0333	-19.1667	araw1281	Kinikinao
guan1277	N Africa	-15.5	28	afro1255	Guanche
guan1279	Southeast Asia	112.9476548	23.1253503	sino1245	Guangzhou
guar1292	NE South America	-61.6934	-15.8247	tupi1275	Guarayu
guar1293	NE South America	-66.922505	1.80835	araw1281	Baniva de Maroa
guar1294	NE South America	-71.65	-0.25	araw1281	Guaru
guat1249	Mesoamerica	-90.5667	14.5034	sign1238	Guatemalan Sign Language
guat1253	NE South America	-57.2897	-17.8696	NA	Guató
guay1257	NE South America	-71.844	2.8969	guah1252	Guayabero
guaz1234	Mesoamerica	-108.279	27.357	utoa1244	Guazapar
gube1234	African Savannah	-17.19	12.56	atla1278	Gubeeher-Gufangor-Gubelor
guda1242	N Australia	134.73	-17.42	mirn1241	Wambaya-Gudanji
guda1244	N Australia	142.5768928	-10.91613599	pama1250	Gudang
gude1246	African Savannah	13.403	10.2138	afro1255	Gude
gudj1237	N Australia	144.6482584	-19.44157406	pama1250	Gudjal
gudu1250	African Savannah	12.5359	10.1206	afro1255	Gudu
gudu1252	African Savannah	13.7893	11.1057	afro1255	Guduf-Gava
guen1235	SE South America	-54.473877	-33.810189	char1238	Güenoa
guer1241	Mesoamerica	-99.0023	17.8583	utoa1244	Central Guerrero Nahuatl
guer1242	NE South America	-39.61441	-17.726974	nucl1710	Gueren
guer1243	Mesoamerica	-98.18953	16.77226	otom1299	Guerrero Amuzgo
guev1238	Mesoamerica	-95.3641	16.7312	otom1299	Guevea De Humboldt Zapotec
guga1239	N Australia	141.168	-17.8372	pama1250	Gugadj
gugu1253	N Australia	144.46	-18.4921	pama1250	Gugu Badhun
gugu1254	N Australia	141.635	-15.4296	pama1250	Gugubera
gugu1255	N Australia	144.831	-14.9424	pama1250	Guugu Yimidhirr
gugu1256	N Australia	142.569	-12.713	pama1250	Roth's Gugu Warra
guhu1244	S New Guinea	147.228	-7.99922	nucl1709	Guhu-Samane
guia1246	NE South America	-52.7336	4.94804	indo1319	Guianese Creole French
guib1244	Southeast Asia	106.2	24.3	taik1256	Guibian Zhuang
guib1245	Southeast Asia	108.1	24.9	taik1256	Guibei Zhuang
guib1246	African Savannah	-6.51291	6.13837	krua1234	Guiberoua Béte
guil1236	Mesoamerica	-96.4572	16.8824	otom1299	Güilá Zapotec
guil1241	Southeast Asia	110.283333	25.266667	sino1245	Guilin Pinghua
guin1250	African Savannah	-13.674	9.553	sign1238	Guinean Sign Language
guin1254	African Savannah	-8.98843	7.93196	mand1469	Guinea Kpelle
guin1258	NE South America	-64.73877	4.797607	araw1281	Guinau
guin1260	African Savannah	-15.591553	11.859297	sign1238	Guinea-Bissau Sign Language
guiq1238	Southeast Asia	102.128	30.4803	sino1245	Guiqiong
guiy1235	Southeast Asia	106.638336	26.71691	hmon1336	Guiyang
guja1252	Indic	71.0962	22.687	indo1319	Gujarati
guja1253	Indic	75.11	33.7	indo1319	Gujari
gula1265	African Savannah	19.5359	10.267	atla1278	Gula Iro
gula1266	African Savannah	23.3805	9.49092	cent2225	Gula (Central African Republic)
gula1268	African Savannah	17.3151	9.06629	cent2225	Gulay
gula1269	African Savannah	19.2182	10.3049	cent2225	Gula (Chad)
gula1270	Oceania	161.023	-8.74742	aust1307	Gula'alaa
gule1241	African Savannah	33.6929	11.8336	NA	Gule
gulf1241	Greater Mesopotamia	47.5	30.17	afro1255	Gulf Arabic
gulf1242	E North America	-89.268008	30.379584	indo1319	Gulf Coast French
guli1244	Oceania	157.564	-8.10266	book1242	Guliguli
gull1241	E North America	-79.6036	33.6632	indo1319	Sea Island Creole English
guma1253	N Australia	136.83042	-12.25254	pama1250	Gumatj
guma1254	S New Guinea	150.762	-9.28497	aust1307	Gumawana
guma1255	N Coast New Guinea	145.618	-5.22189	nucl1709	Gumalu
gumu1244	Greater Abyssinia	35.93	11.05	gumu1250	Northern Gumuz
gund1247	S Africa	17.30096	3.68861	atla1278	Gundi
gund1248	S Australia	150.3	-33.7	pama1250	Gundungurra
gung1248	S Australia	148.604	-25.6896	pama1250	Gungabula
gung1250	S Africa	31.4819	2.06754	atla1278	Gungu
gunn1250	African Savannah	2.76767	6.48529	atla1278	Gun
gunt1241	S New Guinea	141.253	-8.80806	more1255	Warta Thuntai
gunw1252	N Australia	133.358	-12.3398	gunw1250	Bininj Kun-Wok
guny1241	S Australia	145.862	-27.0642	pama1250	Gunya
gupa1247	N Australia	135.337	-12.2868	pama1250	Gupapuyngu
gupa1248	African Savannah	6.69128	8.21291	atla1278	Gupa-Abawa
gura1251	Greater Mesopotamia	44.4956	36.8377	indo1319	Gurani
gura1252	N Australia	134.09501	-12.66855	mani1293	Guragone
gura1254	N Coast New Guinea	152.933	-4.26666	aust1307	Guramalum
gurd1238	N Australia	141.145	-17.1653	pama1250	Gurdjar
gure1255	S Australia	151.175	-25.3893	pama1250	Gureng Gureng
gurg1240	Indic	68.565	25.737	indo1319	Gurgula
gurg1241	Greater Mesopotamia	54.43	36.83	indo1319	Gurgani
guri1247	N Australia	130.379	-17.0329	pama1250	Gurindji
guri1248	N Coast New Guinea	141.597	-3.5718	NA	Guriaso
guri1249	N Australia	130.833	-17.4484	mixe1287	Gurindji Kriol
gurm1246	African Savannah	6.79456	10.1487	atla1278	Gurmana
guro1248	African Savannah	-6.31154	7.34954	mand1469	Guro
guru1261	Indic	86.28988	27.41687	sino1245	Gurung
guru1271	African Savannah	10.162	9.87332	afro1255	Guruntum-Mbaaru
gusa1246	N Coast New Guinea	146.679	-6.28998	nucl1709	Gusan
gusi1246	African Savannah	-16.5026	12.7761	atla1278	Gusilay
gusi1247	S Africa	34.76751	-0.78872	atla1278	Gusii
gutn1238	Europe	19.1629	57.95167	indo1319	Archaic Gutnish
guwa1242	N Australia	142.5243782	-21.35147706	pama1250	Guwa
guwa1243	S Australia	148.867	-27.8289	pama1250	Guwamu
guwa1244	S Australia	153.3998245	-27.16698973	pama1250	Guwar
guwi1238	N Australia	126.5	-15.1	worr1236	Guwidj
guya1249	S Australia	137.661	-34.739	pama1250	Guyani
guya1250	S Australia	151	-29.1	pama1250	Guyambal
guya1251	N Coast New Guinea	146.453	-5.70374	nucl1709	Guya
guya1253	NE South America	-58.151363	6.795809	sign1238	Guyana Sign Language
gvok1239	African Savannah	13.7537	10.9918	afro1255	Gvoko
gwaa1239	African Savannah	9.11434	10.3069	atla1278	Gwa
gwah1244	N Coast New Guinea	146.455	-5.64555	nucl1709	Gwahatike
gwam1244	African Savannah	5.07897	11.8081	atla1278	Gwamhi-Wuri
gwan1268	African Savannah	7.49931	9.20464	afro1255	Gwandara
gwar1240	African Savannah	7.88	9.49	atla1278	Gwara
gwed1239	S New Guinea	150.421	-10.2173	aust1307	Gweda
gwen1239	S Africa	37.6827	-3.68407	atla1278	Gweno
gwer1238	S Africa	33.8227	1.11392	atla1278	Gwere
gwic1235	Alaska-Oregon	-142.963	67.4307	atha1245	Gwich'in
gwii1239	S Africa	21.9431	-22.2708	khoe1240	/Gwi
gyal1236	Indic	84.22	22.59	sino1245	Gyalsumdo
gyel1242	African Savannah	10.2493	2.47457	atla1278	Gyele
gyem1238	African Savannah	9.23923	10.4109	atla1278	Gyem
haaa1252	S Africa	30.4894	-3.77873	atla1278	Ha
habu1241	Oceania	125.965	-8.76565	aust1307	Habu
hach1239	N Coast Asia	139.791389	33.109444	japo1237	Hachijo
hadi1240	Greater Abyssinia	37.7577	7.57377	afro1255	Hadiyya
hado1235	Indic	75.8366	24.8546	indo1319	Hadothi
hadr1235	Greater Mesopotamia	47.603	15.528	afro1255	Hadrami
hadr1236	Greater Mesopotamia	48.6524	15.4468	afro1255	Hadrami Arabic
hadz1240	S Africa	35.0458	-3.83115	NA	Hadza
haek1239	Oceania	164.869	-21.0735	aust1307	Haeke
haer1234	Inner Asia	126.551056	45.846595	sino1245	Ha'erbin Mandarin
haho1237	Oceania	154.801	-5.59031	aust1307	Hahon
haig1237	S New Guinea	150.256	-10.2741	aust1307	Haigwai
hain1237	Southeast Asia	110.329399	20.043869	sino1245	Fucheng
hain1253	African Savannah	-5.65085	13.8734	mand1469	Hainyaxo Bozo
haio1238	S Africa	17.0299	-19.7637	khoe1240	Hai//om-Akhoe
haip1238	Southeast Asia	106.689	20.8537	sign1238	Haiphong Sign Language
hais1244	Alaska-Oregon	-128.602	53.964	waka1280	Haisla
hait1241	Mesoamerica	-72.394	18.911	uncl1493	Haitian Vodoun Culture Language
hait1244	Mesoamerica	-72.136115	18.795135	indo1319	Haitian
hait1245	Mesoamerica	-72.285	18.541	sign1238	Haitian Sign Language
haji1235	Southeast Asia	104.714	-5.07781	aust1307	Haji
hajo1238	Indic	89.8594	25.5143	indo1319	Hajong
haka1240	Southeast Asia	92.8208	22.8735	sino1245	Haka Chin
hakk1236	Southeast Asia	116	25	sino1245	Hakka Chinese
hako1237	Oceania	154.594	-5.06832	aust1307	Hakö
hala1252	Southeast Asia	107.457	14.7862	aust1305	Halang
hala1253	Southeast Asia	107.86	14.9704	aust1305	Halang Doan
halb1244	Indic	81.3742	20.3081	indo1319	Halbi
halh1238	Inner Asia	106.28874	48.32397	mong1349	Halh Mongolian
hali1244	Oceania	154.662	-5.26603	aust1307	Halia
halk1245	Alaska-Oregon	-122.443668	49.250402	sali1255	Halkomelem
hama1240	Oceania	124.522	-8.26749	timo1261	Hamap
hama1241	African Savannah	15.590037	9.951721	afro1255	Ham
hamb1245	S Africa	24.2299	-2.49047	atla1278	Hamba de Lomela
hame1242	Greater Abyssinia	36.5176	5.06515	sout2845	Hamer-Banna
hamg1238	Inner Asia	129.84	42.34	kore1284	Hamgyongdo
hamt1247	Interior New Guinea	146.227	-7.54975	anga1289	Hamtai
hang1257	Southeast Asia	120.0318057	30.261316	sino1245	Hangzhou
hang1258	African Savannah	-1.57833	9.33929	atla1278	Hanga
hang1260	S Africa	30.7074	-2.52347	atla1278	Hangaza
hang1263	N Coast New Guinea	142.849	-3.90364	nduu1242	Hanga Hundi
hani1248	Southeast Asia	102.851673333	22.67753	sino1245	Hani
hann1241	Alaska-Oregon	-140.352	64.5002	atha1245	Han
hano1243	Southeast Asia	105.834	21.0245	sign1238	Hanoi Sign Language
hano1246	Oceania	168.167	-15.5432	aust1307	Hano
hanu1241	Oceania	121.221	12.4159	aust1307	Hanunoo
hara1258	African Savannah	30.417	15.083	nubi1251	Haraza
hara1271	Greater Abyssinia	42.1332	9.30485	afro1255	Harari
hare1244	Alaska-Oregon	-123.42	65.18	atha1245	Hare
hari1246	Indic	77.064	31.784	indo1319	Indo-Aryan Kinnauri
haro1237	Southeast Asia	108.995	13.2201	aust1307	Haroi
hars1241	Greater Mesopotamia	56.1562	19.6511	afro1255	Harsusi
haru1244	Oceania	128.476	-3.57029	aust1307	Haruku
haru1245	Interior New Guinea	144.3375	-5.09522	piaw1238	Haruai
hary1238	Indic	76.0432	29.0166	indo1319	Haryanvi
harz1239	Greater Mesopotamia	48.2848	38.4341	indo1319	Harzani-Kilit
hash1238	African Savannah	8.66137	9.14063	atla1278	Hasha
hass1238	African Savannah	-14.11	18.29	afro1255	Hassaniyya
hata1243	N Coast New Guinea	134.037	-1.13531	hata1242	Hatam
hate1238	N Coast Asia	123.78	24.059	japo1237	Hateruma
hatt1246	Greater Mesopotamia	40.3333	33.9833	NA	Hattic
haun1238	N Coast New Guinea	141.625658	-4.292336	pidg1258	Hauna Trade Language
haus1240	SE South America	-65.5	-54.7	chon1288	Haush
haus1246	African Savannah	7.168	8.486	sign1238	Hausa Sign Language
haus1257	African Savannah	8.7804	11.1513	afro1255	Hausa
hava1248	Basin and Plains	-113.385	35.6302	coch1271	Havasupai-Walapai-Yavapai
have1241	Oceania	164.753	-21.0249	aust1307	Haveke
havu1238	S Africa	28.8624	-1.99975	atla1278	Havu
hawa1235	Oceania	-158.002	21.6311	sign1238	Hawai'i Pidgin Sign Language
hawa1245	Oceania	-155.43	19.6297	aust1307	Hawaiian
hawa1247	Oceania	-155.437	19.6287	indo1319	Hawai'i Creole English
hawk1239	S Australia	150.4952383	-33.11470744	pama1250	Hawkesbury
haya1250	S Africa	31.4846	-1.70878	atla1278	Haya
haza1239	Greater Mesopotamia	64.5105	33.3708	indo1319	Hazaragi
hdii1240	African Savannah	13.6881	10.942	afro1255	Hdi
hebr1245	Greater Mesopotamia	35.0179	31.1056	afro1255	Modern Hebrew
hefe1234	Southeast Asia	117.223663	31.873593	sino1245	Hefei Mandarin
hehe1240	S Africa	35.7255	-7.71572	atla1278	Hehe
heib1243	African Savannah	30.5282	11.2908	heib1242	Ebang
heil1246	Alaska-Oregon	-127.221	51.7045	waka1280	Heiltsuk-Oowekyala
hela1238	Indic	85.6289	27.9212	sino1245	Lamjung-Melamchi Yolmo
helo1243	Oceania	123.377	-10.2647	aust1307	Helong
hema1238	S Africa	30.0872	1.04953	atla1278	Hema
hemb1242	S Africa	27.5913	-7.77459	atla1278	Hemba-Yazi
heqi1238	Southeast Asia	100.1396921	26.5536208	sino1245	Heqing
herd1236	African Savannah	14.9267	9.14343	afro1255	Herde
here1253	S Africa	20.5655	-21.0231	atla1278	Herero
herm1237	Oceania	145.075	-1.52891	aust1307	Hermit
hert1241	Greater Mesopotamia	42.5192	37.373	afro1255	Hertevin
hewa1241	Interior New Guinea	142.551	-5.03635	sepi1257	Hewa
heyo1240	N Coast New Guinea	142.471	-3.83003	nucl1708	Heyo
hezh1244	Inner Asia	103.197	35.59	sino1245	Hezhou
hibe1235	Europe	-5.222	55.932	indo1319	Hiberno-Scottish Gaelic
hibi1243	Andean	-77.7	-6.58333	hibi1242	Hibito
hida1246	Basin and Plains	-102	47.33	siou1252	Hidatsa
hier1240	Greater Mesopotamia	34.615278000000004	40.019722	indo1319	Hieroglyphic Luwian
higa1237	Oceania	125.071	8.61202	aust1307	Higaonon
high1242	Mesoamerica	-95.7301	16.1849	tequ1244	Highland Oaxaca Chontal
high1243	Mesoamerica	-97.6159	20.3798	toto1251	Highland Totonac
high1275	Oceania	119.928	-5.26559	aust1307	Highland Konjo
high1276	Mesoamerica	-94.9109	18.198	mixe1284	Highland Popoluca
high1278	Mesoamerica	-97.5556	20.1554	utoa1244	Highland Puebla Nahuatl
hija1235	Greater Mesopotamia	38.9237	22.8346	afro1255	Hijazi Arabic
hiju1238	African Savannah	10.9081	4.39641	atla1278	Hijuk
hili1240	Oceania	122.974	10.4018	aust1307	Hiligaynon
hill1258	Southeast Asia	94.0539	26.9612	sino1245	Hill Miri
hima1247	NE South America	-64.70047	-6.25217	unat1236	Himarimã
hind1267	Indic	77.144	31.016	indo1319	Hinduri
hind1269	Indic	77	25	indo1319	Hindi
hind1273	Europe	5.4013	52.9427	indo1319	Hindeloopen-Molkwerum Frisian
hinu1240	Greater Mesopotamia	45.8064	42.4502	nakh1245	Hinuq
hiri1235	S New Guinea	146.23458	-8.31658	pidg1258	Trading Eleman
hiri1236	S New Guinea	144.912033	-7.775138	pidg1258	Trading Koriki
hiri1237	S New Guinea	147.083	-9.33333	pidg1258	Hiri Motu
hitt1242	Greater Mesopotamia	35	40	indo1319	Hittite
hitu1239	Oceania	128.186	-3.57478	aust1307	Hitu
hiww1237	Oceania	166.584857	-13.126367	aust1307	Hiw
hixk1239	NE South America	-58.80153	-0.16265	cari1283	Hixkaryána
hlai1239	Southeast Asia	109.459	18.8062	taik1256	Hlai
hlep1236	Southeast Asia	103.733	23.591	sino1245	Hlepho Phowa
hler1235	Southeast Asia	101.4	24.4	sino1245	Hlersu
hmar1241	Southeast Asia	93.5497	24.7534	sino1245	Hmar
hmon1263	Southeast Asia	104.589	21.5211	hmon1336	Hmong Don
hmon1264	Southeast Asia	101.95	22.5638	hmon1336	Hmong Njua
hmon1331	Southeast Asia	105.08171	23.22649	hmon1336	Sinicized Miao
hmon1332	Southeast Asia	104.182	22.7962	hmon1336	Hmong Dô
hmon1333	Southeast Asia	103.164	21.5461	hmon1336	Hmong Daw
hmwa1243	Oceania	164.768	-20.9246	aust1307	Hmwaveke
hoaa1235	S Africa	24.69828	-23.93447	kxaa1236	Amkoe
hoav1238	Oceania	157.595	-8.19679	aust1307	Hoava
hoby1242	Greater Mesopotamia	52.8334	17.216	afro1255	Hobyót
hoch1237	Southeast Asia	106.68073	10.78646	sign1238	Ho Chi Minh City Sign Language
hoch1243	E North America	-88.5	43.5	siou1252	Ho-Chunk
hoia1235	S New Guinea	143.7007	-7.8228	anim1240	Hoia Hoia-Ukusi-Koperami
hokk1242	Southeast Asia	118.597442	24.99452	sino1245	Quanzhang
holi1239	Indic	79.9164	21.5259	drav1251	Holiya
holi1241	Alaska-Oregon	-159.831	62.7266	atha1245	Holikachuk
holm1250	African Savannah	13.19949	9.96843	afro1255	Holma
holo1240	S Africa	28.3274	-5.37545	atla1278	Holoholo
holu1245	S Africa	17.572	-8.14754	atla1278	Holu
homa1239	African Savannah	28.0039	4.97912	atla1278	Homa
homs1234	Greater Mesopotamia	44.4839	40.1897	indo1319	Western Armenian
hond1239	Mesoamerica	-87.224	14.622	sign1238	Honduras Sign Language
hone1235	African Savannah	10.9206	9.79715	atla1278	Hõne
hong1241	Southeast Asia	113.555225	22.160631	sign1238	Hong Kong-Macau Sign Language
hong1245	Southeast Asia	114.17452	22.30173	indo1319	Hong Kong English
honi1244	Southeast Asia	101.886	23.2074	sino1245	Honi
hooo1248	Indic	87.1188	23.9596	aust1305	Ho
hopi1249	Basin and Plains	-110.535	35.7653	utoa1244	Hopi
hora1238	Oceania	131.172218	3.005176	pidg1258	Horace Holden's Pidgin Tobi
horn1235	Southeast Asia	104.9	26.8	hmon1336	Horned Miao
horo1245	African Savannah	8.98482	9.05742	atla1278	Horom
horo1247	African Savannah	18.378	9.239	cent2225	Horo
horp1239	Southeast Asia	101.72	31.1026	sino1245	Stau-Dgebshes
horu1241	Oceania	129.387	-3.12875	book1242	Horuru
hote1245	Interior New Guinea	146.869	-7.07708	aust1307	Hote
hoti1237	Oceania	130.168	-3.0083	aust1307	Hoti of East Seram
hovo1239	Southeast Asia	113.897	0.9841	aust1307	Hobongan
hoya1235	S New Guinea	143.2783	-7.7935	anim1240	Hoyahoya-Matakaia
hozo1236	Greater Abyssinia	34.60448	9.38875	maoo1243	Hozo
hpon1238	Southeast Asia	97.1142	24.4606	sino1245	Hpon
hran1239	Southeast Asia	93.351	24.4559	sino1245	Hrangkhol
hree1244	Southeast Asia	108.694	14.6308	aust1305	Hre
hrus1242	Indic	92.63	27.27	NA	Hruso
huaa1248	S Africa	20.79583	-24.20022	tuuu1241	East Taa
huaa1250	Interior New Guinea	145.339379	-6.353409	nucl1709	Hua (Yagaria)
huac1244	NE South America	-71.22749	-13.31951	hara1260	Huachipaeri
hual1241	Andean	-75.594	-9.57135	quec1387	Huallaga Huánuco Quechua
huam1247	NE South America	-77.9797	-3.99109	jiva1245	Huambisa
huam1248	Andean	-76.3372	-9.15718	quec1387	Huamalíes-Dos de Mayo Huánuco Quechua
huar1255	Mesoamerica	-108.437	27.8685	utoa1244	Huarijio
huas1242	Mesoamerica	-98.5028	21.6153	maya1287	Huastec
huau1237	Oceania	129.202	-2.95835	aust1307	Huaulu
huau1238	Mesoamerica	-96.724	18.2556	otom1299	Huautla Mazatec
huax1236	Mesoamerica	-96.9537	18.8989	utoa1244	Huaxcaleca Nahuatl
huay1240	Andean	-77.7768	-9.38709	quec1387	Huaylas Ancash Quechua
huay1241	Andean	-75.2055	-12.1809	quec1387	Huaylla Wanca Quechua
huba1236	African Savannah	13.139	10.3544	afro1255	Huba
hueh1236	Mesoamerica	-97.9347	20.6189	toto1251	Huehuetla Tepehua
huet1235	Mesoamerica	-84.255066	10.159775	chib1249	Huetar
huhe1234	Southeast Asia	111.743889	40.855526	sino1245	Huhehaote
huic1243	Mesoamerica	-104.062	21.954	utoa1244	Huichol
huih1238	Inner Asia	119.76338	49.2074	tung1282	Hulun Buir Solon
huil1244	Andean	-72.767	-40.0694	arau1255	Huilliche
huit1252	Mesoamerica	-97.1236	16.9476	otom1299	Huitepec Mixtec
huiz1242	Southeast Asia	118.232	29.7646	sino1245	Hui Chinese
huku1237	Oceania	126.194	-3.274	aust1307	Hukumina
hula1239	S New Guinea	147.705	-9.99427	aust1307	Hula
hula1244	Greater Mesopotamia	43.4865	31.9111	afro1255	Hulaulá
huli1244	Interior New Guinea	142.963	-5.97212	nucl1709	Huli
hulu1246	Oceania	128.587	-2.87389	aust1307	Hulung
humb1243	African Savannah	-1.69301	15.2948	song1307	Humburi Senni Songhay
hume1246	S New Guinea	147.562	-9.70693	kwal1257	Humene
huml1238	Indic	81.5659	30.1451	sino1245	Humla
hund1239	S Africa	28.9308	-1.46762	atla1278	Hunde
hung1263	Europe	19.052084	47.49236	sign1238	Hungarian Sign Language
hung1274	Europe	19.6555271429	46.9068585714	ural1272	Hungarian
hung1275	Southeast Asia	104.772	18.7849	aust1305	Hung
hung1276	African Savannah	6.3024	10.3243	atla1278	Hungworo
hung1278	S Africa	18.4312	-3.69695	atla1278	Hungan
hung1280	S Africa	18.192062	-9.164628	atla1278	Hungu-Pombo
hunj1241	S New Guinea	147.9	-8.92	nucl1709	Hunjara-Kaina Ke
huns1239	African Savannah	5.07312	10.7898	atla1278	Hun-Saare
hunz1247	Greater Mesopotamia	46.1369	42.0808	nakh1245	Hunzib
hupa1239	California	-123.68	41.0982	atha1245	Hupa-Chilula
hupd1244	NE South America	-69.8359	0.58622	nada1235	Hup
hupl1238	Interior New Guinea	139.164	-4.36349	nucl1709	Hupla
hurr1240	Greater Mesopotamia	43.3154	40.7339	hurr1239	Hurrian
hutt1235	Basin and Plains	-97	40	indo1319	Hutterite German
huuu1240	Southeast Asia	100.881	22.0163	aust1305	Hu
huzh1238	Inner Asia	101.95904	36.84174	mong1349	Mongghul
hwan1238	N Coast Asia	125.47	38.29	kore1284	Hwanghaedo
hwan1240	African Savannah	12.7683	10.3633	afro1255	Hwana
hyaa1239	African Savannah	13.526	10.4814	afro1255	Hya
hyam1245	African Savannah	7.95163	9.57832	atla1278	Hyam
iaai1238	Oceania	166.59	-20.6301	aust1307	Iaai
iama1237	S New Guinea	150.573	-9.45005	aust1307	Iamalele
iapa1241	NE South America	-53.3269	0.97588	book1242	Iapama
iatm1242	N Coast New Guinea	143.316	-4.30064	nduu1242	Iatmul
iauu1242	N Coast New Guinea	137.69	-3.1453700000000002	lake1255	Iau
ibal1241	S Africa	15.3893	-4.20697	atla1278	Kwa South
ibal1244	Oceania	120.695	16.4263	aust1307	Ibaloi
iban1261	African Savannah	7.23558	4.49119	ijoi1239	Ibani
iban1264	Southeast Asia	112.934	2.09041	aust1307	Iban
iban1267	Oceania	121.891	17.4201	aust1307	Ibanag
ibat1238	Oceania	121.909	18.9398	aust1307	Ibatan
